id,original,surface,pronunciation,class,extinct
323,アカハラマユシトド,アカハラマユシトド,アカハラマユシトド,NA,no
324,ニューヘブリデスオオコウモリ,ニューヘブリデスオオコウモリ,ニューヘブリデスオオコウモリ,NA,no
325,サンショクツバメ,サンショクツバメ,サンショクツバメ,鳥類,no
326,キタリス,キタリス,キタリス,哺乳類,no
327,ハイバラオナガカマドドリ,ハイバラオナガカマドドリ,ハイバラオナガカマドドリ,鳥類,no
328,セマルハコガメ,セマルハコガメ,セマルハコガメ,爬虫類,no
329,シナロアムラサキツバメ,シナロアムラサキツバメ,シナロアムラサキツバメ,鳥類,no
330,ヒガシキバシコサイチョウ,ヒガシキバシコサイチョウ,ヒガシキバシコサイチョウ,鳥類,no
331,アカハシオニキバシリ,アカハシオニキバシリ,アカハシオニキバシリ,鳥類,no
332,アカガオアメリカムシクイ,アカガオアメリカムシクイ,アカガオアメリカムシクイ,鳥類,no
333,シロエリヒメウソ,シロエリヒメウソ,シロエリヒメウソ,鳥類,no
334,クラークハタネズミ,クラークハタネズミ,クラークハタネズミ,NA,no
335,シロアゴヨタカ,シロアゴヨタカ,シロアゴヨタカ,鳥類,no
336,メグロシロハラミズナギドリ,メグロシロハラミズナギドリ,メグロシロハラミズナギドリ,鳥類,no
337,ローレンスフルーツコウモリ,ローレンスフルーツコウモリ,ローレンスフルーツコウモリ,哺乳類,no
338,チャイロムジチメドリ,チャイロムジチメドリ,チャイロムジチメドリ,鳥類,no
339,カシミールオジロビタキ,カシミールオジロビタキ,カシミールオジロビタキ,鳥類,no
340,アカマシコ,アカマシコ,アカマシコ,鳥類,no
341,アカノドハチクイ,アカノドハチクイ,アカノドハチクイ,鳥類,no
342,オナガプラニガーレ,オナガプラニガーレ,オナガプラニガーレ,哺乳類,no
343,オグロカモメ,オグロカモメ,オグロカモメ,鳥類,no
344,ワタリアホウドリ,ワタリアホウドリ,ワタリアホウドリ,鳥類,no
345,ハイイロゲラ,ハイイロゲラ,ハイイロゲラ,鳥類,no
346,ヤマアカガエル,ヤマアカガエル,ヤマアカガエル,両生類,no
347,ミンドロコノハズク,ミンドロコノハズク,ミンドロコノハズク,鳥類,no
348,コバシオタテガモ,コバシオタテガモ,コバシオタテガモ,鳥類,no
349,エボシクマゲラ,エボシクマゲラ,エボシクマゲラ,鳥類,no
350,マダガスカルヒメショウビン,マダガスカルヒメショウビン,マダガスカルヒメショウビン,鳥類,no
351,ピグミーツパイ,ピグミーツパイ,ピグミーツパイ,哺乳類,no
352,コシミノチメドリ,コシミノチメドリ,コシミノチメドリ,鳥類,no
353,オヒキコウモリ,オヒキコウモリ,オヒキコウモリ,哺乳類,no
354,ブラジルリス,ブラジルリス,ブラジルリス,NA,no
355,シロエリハチドリ,シロエリハチドリ,シロエリハチドリ,鳥類,no
356,ルリオオサンショウクイ,ルリオオサンショウクイ,ルリオオサンショウクイ,NA,no
357,チャユミハシオニキバシリ,チャユミハシオニキバシリ,チャユミハシオニキバシリ,鳥類,no
358,キヌゲネズミ亜,キヌゲネズミ亜,キヌゲネズミ亜,NA,no
359,アフリカアカオノスリ,アフリカアカオノスリ,アフリカアカオノスリ,鳥類,no
360,ミナミオビチュウヒワシ,ミナミオビチュウヒワシ,ミナミオビチュウヒワシ,鳥類,no
361,ソウゲンハヤブサ,ソウゲンハヤブサ,ソウゲンハヤブサ,鳥類,no
362,コヨーテ,コヨーテ,コヨーテ,哺乳類,no
363,ゴシキヒワ,ゴシキヒワ,ゴシキヒワ,鳥類,no
364,ニュージーランドミヤコドリ,ニュージーランドミヤコドリ,ニュージーランドミヤコドリ,鳥類,no
365,オビナシショウドウツバメ,オビナシショウドウツバメ,オビナシショウドウツバメ,鳥類,no
366,キガシラカナリア,キガシラカナリア,キガシラカナリア,鳥類,no
367,マウス,マウス,マウス,NA,no
368,オナガギアラトゲネズミ,オナガギアラトゲネズミ,オナガギアラトゲネズミ,NA,no
369,ナキカラスフウチョウ,ナキカラスフウチョウ,ナキカラスフウチョウ,鳥類,no
370,コモンシギ,コモンシギ,コモンシギ,鳥類,no
371,コクロアカウソ,コクロアカウソ,コクロアカウソ,鳥類,no
372,マザマホリネズミ,マザマホリネズミ,マザマホリネズミ,哺乳類,no
373,オブトアレチネズミ,オブトアレチネズミ,オブトアレチネズミ,哺乳類,no
374,ハシブトムジチメドリ,ハシブトムジチメドリ,ハシブトムジチメドリ,鳥類,no
375,アオバト,アオバト,アオバト,鳥類,no
376,ムナジロウ,ムナジロウ,ムナジロウ,鳥類,no
377,シマスカンク,シマスカンク,シマスカンク,哺乳類,no
378,クロアカヒタキ,クロアカヒタキ,クロアカヒタキ,鳥類,no
379,ルリハコバシチメドリ,ルリハコバシチメドリ,ルリハコバシチメドリ,鳥類,no
380,チョウショウバト,チョウショウバト,チョウショウバト,鳥類,no
381,カンムリホウカンチョウ,カンムリホウカンチョウ,カンムリホウカンチョウ,鳥類,no
382,シラガタケネズミ,シラガタケネズミ,シラガタケネズミ,哺乳類,no
383,コミミアレチネズミ,コミミアレチネズミ,コミミアレチネズミ,NA,no
384,オグロアサギリチョウ,オグロアサギリチョウ,オグロアサギリチョウ,鳥類,no
385,ヒロハネズミ,ヒロハネズミ,ヒロハネズミ,NA,no
386,フィリピンキメジロ,フィリピンキメジロ,フィリピンキメジロ,鳥類,no
387,ニュウナイスズメ,ニュウナイスズメ,ニュウナイスズメ,鳥類,no
388,チャータムウ,チャータムウ,チャータムウ,NA,no
389,サボテンカマドドリ,サボテンカマドドリ,サボテンカマドドリ,鳥類,no
390,ミッデンドルフハタネズミ,ミッデンドルフハタネズミ,ミッデンドルフハタネズミ,NA,no
391,ナマカデバネズミ,ナマカデバネズミ,ナマカデバネズミ,哺乳類,no
392,オオベニバト,オオベニバト,オオベニバト,鳥類,no
393,タイワンリス,タイワンリス,タイワンリス,NA,no
394,シロボウシクロキンパラ,シロボウシクロキンパラ,シロボウシクロキンパラ,鳥類,no
395,ナミプラニガーレ,ナミプラニガーレ,ナミプラニガーレ,NA,no
396,ミミセンザンコウ,ミミセンザンコウ,ミミセンザンコウ,哺乳類,no
397,セントルシアアメリカムシクイ,セントルシアアメリカムシクイ,セントルシアアメリカムシクイ,鳥類,no
398,ワキジロバン,ワキジロバン,ワキジロバン,鳥類,no
399,ヒメハリテンレック,ヒメハリテンレック,ヒメハリテンレック,NA,no
400,ズグロハゲコウ,ズグロハゲコウ,ズグロハゲコウ,鳥類,no
401,ノドジロカナリア,ノドジロカナリア,ノドジロカナリア,鳥類,no
402,トマスナキウサギ,トマスナキウサギ,トマスナキウサギ,NA,no
403,イタセンパラ,イタセンパラ,イタセンパラ,魚類,no
404,タテジマアリドリ,タテジマアリドリ,タテジマアリドリ,鳥類,no
405,ゼッツェルコビトアレチネズミ,ゼッツェルコビトアレチネズミ,ゼッツェルコビトアレチネズミ,NA,no
406,アカハラモモンガ,アカハラモモンガ,アカハラモモンガ,NA,no
407,オオカラモズ,オオカラモズ,オオカラモズ,鳥類,no
408,アカハシギンカモメ,アカハシギンカモメ,アカハシギンカモメ,鳥類,no
409,エチオピアノドジロツバメ,エチオピアノドジロツバメ,エチオピアノドジロツバメ,鳥類,no
410,キガオアメリカムシクイ,キガオアメリカムシクイ,キガオアメリカムシクイ,鳥類,no
411,オレンジズキンフウキンチョウ,オレンジズキンフウキンチョウ,オレンジズキンフウキンチョウ,鳥類,no
412,カオジロハゲワシ,カオジロハゲワシ,カオジロハゲワシ,鳥類,no
413,クロテリムク,クロテリムク,クロテリムク,鳥類,no
414,オグロインコ,オグロインコ,オグロインコ,鳥類,no
415,ウロコジアリドリ,ウロコジアリドリ,ウロコジアリドリ,鳥類,no
416,クリハラヒメウソ,クリハラヒメウソ,クリハラヒメウソ,鳥類,no
417,チャカタルリツグミ,チャカタルリツグミ,チャカタルリツグミ,鳥類,no
418,タヒバリタイランチョウ,タヒバリタイランチョウ,タヒバリタイランチョウ,鳥類,no
419,オビバネカマドドリ,オビバネカマドドリ,オビバネカマドドリ,鳥類,no
420,キタシロボウシオタテドリ,キタシロボウシオタテドリ,キタシロボウシオタテドリ,鳥類,no
421,アードウルフ,アードウルフ,アードウルフ,哺乳類,no
422,ズグロウタイチメドリ,ズグロウタイチメドリ,ズグロウタイチメドリ,鳥類,no
423,ヤブヒバリ,ヤブヒバリ,ヤブヒバリ,鳥類,no
424,コロンビアジリス,コロンビアジリス,コロンビアジリス,哺乳類,no
425,アデリーペンギン,アデリーペンギン,アデリーペンギン,鳥類,no
426,パプアカワアナツバメ,パプアカワアナツバメ,パプアカワアナツバメ,鳥類,no
427,ウロコミツスイ,ウロコミツスイ,ウロコミツスイ,鳥類,no
428,オーストラリアチゴハヤブサ,オーストラリアチゴハヤブサ,オーストラリアチゴハヤブサ,鳥類,no
429,アオツラカツオドリ,アオツラカツオドリ,アオツラカツオドリ,鳥類,no
430,ミジカオノスリ,ミジカオノスリ,ミジカオノスリ,鳥類,no
431,ズグロシトド,ズグロシトド,ズグロシトド,鳥類,no
432,ワウワウテナガザル,ワウワウテナガザル,ワウワウテナガザル,哺乳類,no
433,キガシラヒメモズモドキ,キガシラヒメモズモドキ,キガシラヒメモズモドキ,鳥類,no
434,ムナグロバンケン,ムナグロバンケン,ムナグロバンケン,鳥類,no
435,アカガシラケラインコ,アカガシラケラインコ,アカガシラケラインコ,鳥類,no
436,クロステナガザル,クロステナガザル,クロステナガザル,哺乳類,no
437,ムラサキフウキンチョウ,ムラサキフウキンチョウ,ムラサキフウキンチョウ,鳥類,no
438,ミヤマシトド,ミヤマシトド,ミヤマシトド,鳥類,no
439,ハシナガツグミモドキ,ハシナガツグミモドキ,ハシナガツグミモドキ,鳥類,no
440,モズカザリドリ,モズカザリドリ,モズカザリドリ,鳥類,no
441,フッドマネシツグミ,フッドマネシツグミ,フッドマネシツグミ,鳥類,no
442,ヨザル,ヨザル,ヨザル,NA,no
443,シロトキコウ,シロトキコウ,シロトキコウ,鳥類,no
444,タウンゼンドアメリカムシクイ,タウンゼンドアメリカムシクイ,タウンゼンドアメリカムシクイ,鳥類,no
445,カワラバト／ドバト,カワラバト／ドバト,カワラバト／ドバト,NA,no
446,オオアメリカムシクイ,オオアメリカムシクイ,オオアメリカムシクイ,鳥類,no
447,ドウバネインコ,ドウバネインコ,ドウバネインコ,鳥類,no
448,シマハイエナ,シマハイエナ,シマハイエナ,哺乳類,no
449,ウタツグミ,ウタツグミ,ウタツグミ,鳥類,no
450,ヤブフウキンチョウ,ヤブフウキンチョウ,ヤブフウキンチョウ,NA,no
451,ユキハタネズミ,ユキハタネズミ,ユキハタネズミ,NA,no
452,シロアシアメリカムシクイ,シロアシアメリカムシクイ,シロアシアメリカムシクイ,鳥類,no
453,クロハラムクドリモドキ,クロハラムクドリモドキ,クロハラムクドリモドキ,鳥類,no
454,コモリザメ,コモリザメ,コモリザメ,魚類,no
455,クロハダカオネズミ,クロハダカオネズミ,クロハダカオネズミ,NA,no
456,ジネズミテンレック,ジネズミテンレック,ジネズミテンレック,NA,no
457,スンダモリムシクイ,スンダモリムシクイ,スンダモリムシクイ,鳥類,no
458,ヨコジマハウチワドリ,ヨコジマハウチワドリ,ヨコジマハウチワドリ,鳥類,no
459,ムナジロテリムク,ムナジロテリムク,ムナジロテリムク,鳥類,no
460,セイウチ,セイウチ,セイウチ,哺乳類,no
461,トウゾクカモメ,トウゾクカモメ,トウゾクカモメ,鳥類,no
462,オジロサバクガラス,オジロサバクガラス,オジロサバクガラス,鳥類,no
463,ボネットツコツコ,ボネットツコツコ,ボネットツコツコ,NA,no
464,カリガネ,カリガネ,カリガネ,鳥類,no
465,ムジトウヒチョウ,ムジトウヒチョウ,ムジトウヒチョウ,鳥類,no
466,ズアカエボシゲラ,ズアカエボシゲラ,ズアカエボシゲラ,鳥類,no
467,セレベスオオコウモリ,セレベスオオコウモリ,セレベスオオコウモリ,哺乳類,no
468,カササギフエガラス,カササギフエガラス,カササギフエガラス,鳥類,no
469,オナガダルマインコ,オナガダルマインコ,オナガダルマインコ,鳥類,no
470,ビントロング,ビントロング,ビントロング,哺乳類,no
471,フヨウチョウ,フヨウチョウ,フヨウチョウ,鳥類,no
472,ヒメミズナギドリ,ヒメミズナギドリ,ヒメミズナギドリ,鳥類,no
473,テリミドリフウキンチョウ,テリミドリフウキンチョウ,テリミドリフウキンチョウ,鳥類,no
474,ハジロカザリドリモドキ,ハジロカザリドリモドキ,ハジロカザリドリモドキ,鳥類,no
475,キバシヤマオオハシ,キバシヤマオオハシ,キバシヤマオオハシ,鳥類,no
476,チャエリイワシャコ,チャエリイワシャコ,チャエリイワシャコ,NA,no
477,ギンカモメ,ギンカモメ,ギンカモメ,鳥類,no
